time,stateRun,private,price,windSpeed,sunshineHour,temperature,special
2022-03-27-16,275.2,22.3,597,3.4,0,18.1,0
2022-03-27-17,80,22.3,597,3.4,0,17.5,0
2022-03-27-18,80,22.3,595,3.2,0,17.1,0
2022-03-27-19,80,22.3,595,2.4,0,16.8,0
2022-03-27-20,80,22.3,595,1.5,0,16.8,0
2022-03-27-21,168.3,22.3,597,1.9,0,17,0
2022-03-27-22,168.3,22.3,597,3.8,0,16.5,0
2022-03-27-23,195,22.3,597,2.4,0,16.5,0
2022-03-28-00,318.6,22.3,598,3.9,0,16.2,0
2022-03-28-01,366.6,22.3,598,2.9,0,15.6,0
2022-03-28-02,409.8,22.3,598,3.9,0,14.8,0
2022-03-28-03,294.5,22.3,598,1.9,0,15.2,0
2022-03-28-04,304.9,22.3,595,3,0,14.5,0
2022-03-28-05,294.5,22.3,598,3.1,0,14.3,0
2022-03-28-06,246.6,22.3,598,2.3,0,14.7,0
2022-03-28-07,218.5,22.3,598,2.6,0.2,15.2,0
2022-03-28-08,95,22.3,598,2,0.2,15.5,0
2022-03-28-09,95,22.3,598,2.1,0.9,16.4,0
2022-03-28-10,95,22.3,598,3.2,0.9,15.6,0
2022-03-28-11,95,22.3,598,2.4,0.9,16.4,0
2022-03-28-12,198.6,22.3,598,2.7,1,16.9,0
2022-03-28-13,198.4,22.3,598,3,1,16.4,0
2022-03-28-14,95,22.3,598,4.8,0.8,16.1,0
2022-03-28-15,95,22.3,598,1.8,0,16.3,0
2022-03-28-16,95,22.3,598,2,0,16.3,0
2022-03-28-17,80,22.3,595,1.6,0,16.2,0
2022-03-28-18,45.7,22.3,595,2.5,0,16.6,0
2022-03-28-19,80,22.3,595,1.7,0,16.2,0
2022-03-28-20,80.4,22.3,595,0.8,0,16.3,0
2022-03-28-21,80,22.3,598,2.4,0,16.8,0
2022-03-28-22,201.8,22.3,598,2,0,16.4,0
2022-03-28-23,201.9,22.3,598,1.9,0,16.8,0
2022-03-29-00,283,22.3,598,1.5,0,16.8,0
2022-03-29-01,324,22.3,598,1,0,16.9,0
2022-03-29-02,247.3,22.3,598,0.4,0,17.2,0
2022-03-29-03,303.5,22.3,598,0.7,0,17.7,0
2022-03-29-04,183.5,22.3,598,3.9,0,18.2,0
2022-03-29-05,183.5,22.3,598,4.5,0,19.2,0
2022-03-29-06,244,22.3,598,3.3,0,19.4,0
2022-03-29-07,252.7,22.3,598,3.7,0.1,19.5,0
2022-03-29-08,207.2,22.3,597,3.4,1,20.8,0
2022-03-29-09,156.7,22.3,598,4.5,1,21.2,0
2022-03-29-10,295.8,22.3,598,4.2,1,22.4,0
2022-03-29-11,235.8,21.2,598,4.2,1,23.2,0
2022-03-29-12,198.6,22.3,598,4.6,1,23.1,0
2022-03-29-13,216.9,22.3,597,4.8,1,23.1,0
2022-03-29-14,252.4,22.3,598,5.4,1,23.1,0
2022-03-29-15,278.6,22.3,598,5.3,1,22.7,0
2022-03-29-16,278.7,22.3,598,5,1,21.8,0
2022-03-29-17,163.8,22.3,597,3.7,0,21.1,0
2022-03-29-18,313.8,22.3,598,2.8,0,20.9,0
2022-03-29-19,265.9,22.3,598,3.4,0,20.9,0
2022-03-29-20,245.7,22.3,598,2.1,0,20.8,0
2022-03-29-21,295.9,22.3,598,2.1,0,20.9,0
2022-03-29-22,175.1,22.3,598,0,0,20.9,0
2022-03-29-23,195.3,22.3,598,0.6,0,20.8,0
2022-03-30-00,325.5,22.3,598,0.5,0,21,0
2022-03-30-01,337.2,22.3,598,0.4,0,20.8,0
2022-03-30-02,298.9,22.3,598,1.5,0,20.7,0
2022-03-30-03,178.9,22.3,598,3.4,0,19.2,0
2022-03-30-04,183.6,22.3,598,2.2,0,19.8,0
2022-03-30-05,183.6,22.3,598,0.7,0,19.7,0
2022-03-30-06,273.4,22.3,598,2.3,0,20.1,0
2022-03-30-07,340.4,22.3,598,1.8,0,21.6,0
2022-03-30-08,345.9,22.3,598,2.2,0,22.3,0
2022-03-30-09,347.7,22.3,598,3.3,0.5,20.9,0
2022-03-30-10,311.5,22.3,598,5.1,1,21,0
2022-03-30-11,297.5,22.3,598,5,1,20.8,0
2022-03-30-12,178.9,22.3,598,4.7,1,20.8,0
2022-03-30-13,227.2,22.3,598,5.4,1,21.5,0
2022-03-30-14,168,22.3,598,3.3,1,23.4,0
2022-03-30-15,285.4,22.3,598,1.7,1,25.6,0
2022-03-30-16,351.2,22.3,598,2.3,1,24.2,0
2022-03-30-17,324.4,22.3,598,2.7,0.5,23.6,0
2022-03-30-18,241.9,22.3,598,0.8,0,22.9,0
2022-03-30-19,324.4,22.3,598,2.8,0,22.5,0
2022-03-30-20,251.1,22.3,598,2.9,0,22.4,0
2022-03-30-21,351.2,22.3,598,2.1,0,22.6,0
2022-03-30-22,336,22.3,598,2.3,0,22.3,0
2022-03-30-23,277,22.3,598,2,0,22.2,0
2022-03-31-00,293.3,22.3,598,1,0,21.5,0
2022-03-31-01,324.1,22.3,598,1,0,21.7,0
2022-03-31-02,271.9,22.3,598,0.8,0,21.5,0
2022-03-31-03,178.9,22.3,598,2.2,0,21.3,0
2022-03-31-04,188.7,22.3,598,1.1,0,20.4,0
2022-03-31-05,179,22.3,598,1.7,0,20.3,0
2022-03-31-06,236.4,22.3,598,1.4,0,21.5,0
2022-03-31-07,285.2,22.3,598,2.9,0.2,22,0
2022-03-31-08,321.1,22.3,598,3.4,1,23.1,0
2022-03-31-09,350.6,22.3,598,2.9,1,24.8,0
2022-03-31-10,366.5,22.3,598,4.7,1,25.8,0
2022-03-31-11,207.1,22.3,598,4.1,1,26.3,0
2022-03-31-12,193.8,22.3,598,4,1,27.5,0
2022-03-31-13,299,22.3,598,4.7,1,26.7,0
2022-03-31-14,219.4,22.3,598,5.2,1,25.9,0
2022-03-31-15,391.3,22.3,598,6.2,1,24.6,0
2022-03-31-16,224.3,22.3,598,5.2,1,22.9,0
2022-03-31-17,168.8,22.3,598,4.1,0.4,21.9,0
2022-03-31-18,219.1,22.3,598,3.9,0,21.2,0
2022-03-31-19,297.6,22.3,598,5.2,0,20.4,0
2022-03-31-20,297.6,22.3,598,5.1,0,19.6,0
2022-03-31-21,419.1,22.3,598,3.9,0,19.3,0
2022-03-31-22,346.5,22.3,598,5,0,18.9,0
2022-03-31-23,349.2,22.3,598,5.2,0,18.2,0
2022-04-01-00,364.2,22.3,598,5.4,0,18,0
2022-04-01-01,345.1,22.3,598,4.6,0,17.7,0
2022-04-01-02,245.9,22.3,598,4.1,0,17.3,0
2022-04-01-03,184.1,22.3,598,4.9,0,17,0
2022-04-01-04,376.8,22.3,598,3.4,0,17,0
2022-04-01-05,275.7,22.3,598,3,0,17.1,0
2022-04-01-06,347.1,22.3,598,3.7,0,17.1,0
2022-04-01-07,394.8,22.3,598,4.5,0.4,18,0
2022-04-01-08,424.3,22.3,598,4.7,1,19.7,0
2022-04-01-09,437.4,22.3,598,2.5,1,21.7,0
2022-04-01-10,406.9,22.3,598,5.5,1,22.6,0
2022-04-01-11,359.9,22.3,598,7.5,1,21.2,0
2022-04-01-12,256.9,22.3,598,6.1,1,21.5,0
2022-04-01-13,255.6,22.3,598,5.9,1,20.9,0
2022-04-01-14,323.1,22.3,598,6.3,1,20.5,0
2022-04-01-15,342,22.3,598,5.4,1,20,0
2022-04-01-16,170.8,22.3,598,6.9,0.5,18.1,0
2022-04-01-17,297.6,22.3,598,4.5,0,17.5,0
2022-04-01-18,203.8,22.3,598,5.5,0,16.7,0
2022-04-01-19,170.8,22.3,598,4,0,16.4,0
2022-04-01-20,366.8,22.3,598,4.4,0,16.2,0
2022-04-01-21,374.1,22.3,598,4.1,0,15.9,0
2022-04-01-22,491.4,22.3,598,3.9,0,16,0
2022-04-01-23,403.6,22.3,598,5.3,0,15.8,0
2022-04-02-00,363.9,22.3,597,4.6,0,15.4,1
2022-04-02-01,370.8,22.3,597,3.7,0,15.1,1
2022-04-02-02,351.6,22.3,597,2.5,0,14.7,1
2022-04-02-03,279.5,22.3,597,2.7,0,14.9,1
2022-04-02-04,276.8,22.3,597,3.6,0,14.3,1
2022-04-02-05,264.9,22.3,597,2.1,0,14,1
2022-04-02-06,291.2,22.3,597,4.5,0,14.8,1
2022-04-02-07,260.1,22.3,597,4.3,0,15.1,1
2022-04-02-08,377.1,22.3,597,4.8,0,15,1
2022-04-02-09,389.9,22.3,597,4.9,0,14.9,1
2022-04-02-10,286.7,22.3,597,5.2,1,15.3,1
2022-04-02-11,332.8,22.3,597,5.1,1,15.3,1
2022-04-02-12,304,22.3,597,4.7,0.9,14.5,1
2022-04-02-13,176.2,22.3,597,5.4,0.7,14.2,1
2022-04-02-14,338.4,22.3,597,4.9,0.1,14.4,1
2022-04-02-15,225.4,22.3,597,3.6,0,14.3,1
2022-04-02-16,351.1,22.3,597,3.6,0,14.3,1
2022-04-02-17,137,22.3,597,4.1,0,14.1,1
2022-04-02-18,229.6,22.3,597,3.8,0,13.9,1
2022-04-02-19,297.6,22.3,597,1.8,0,13.9,1
2022-04-02-20,297.6,22.3,597,1.9,0,14.1,1
2022-04-02-21,297.6,22.3,597,2.9,0,13.8,1
2022-04-02-22,424.4,22.3,597,3.4,0,13.6,1
2022-04-02-23,402.9,22.3,597,2.7,0,13.6,1
2022-04-03-00,354.5,22.3,598,1.9,0,13.5,1
2022-04-03-01,371.1,22.3,598,2.4,0,13.8,1
2022-04-03-02,380.9,22.3,598,2.3,0,13.5,1
2022-04-03-03,289.5,22.3,598,2.7,0,13.4,1
2022-04-03-04,276.8,22.3,598,2.7,0,13.2,1
2022-04-03-05,311.5,22.3,598,2,0,13.1,1
2022-04-03-06,342.7,22.3,598,2.8,0,13.3,1
2022-04-03-07,368,22.3,597,2.1,0,13.4,1
2022-04-03-08,440.9,22.3,597,2.5,0.5,14,1
2022-04-03-09,407.1,22.3,598,2.1,0.8,15,1
2022-04-03-10,256.8,22.3,598,2.9,1,16.1,1
2022-04-03-11,430.4,22.3,597,2.9,1,17.2,1
2022-04-03-12,260.1,22.3,597,1.9,1,17.8,1
2022-04-03-13,440.8,22.3,597,3.7,1,17.3,1
2022-04-03-14,338.3,22.3,597,4.1,1,18.6,1
2022-04-03-15,432.8,22.3,597,3.8,1,19.3,1
2022-04-03-16,424.3,22.3,597,3.6,0.1,18.7,1
2022-04-03-17,297.7,22.3,597,3.2,0,17.4,1
2022-04-03-18,233.1,22.3,597,3.6,0,16.1,1
2022-04-03-19,297.6,22.3,597,1.9,0,15.3,1
2022-04-03-20,209.2,22.3,597,2,0,14.9,1
2022-04-03-21,297.7,22.3,597,0.7,0,14.1,1
2022-04-03-22,297.7,22.3,597,0.4,0,13.5,1
2022-04-03-23,420.3,22.3,597,1,0,13.6,1
2022-04-04-00,339.1,22.3,597,1.5,0,13.4,1
2022-04-04-01,490,22.3,597,1.2,0,13.5,1
2022-04-04-02,413.3,22.3,597,1.4,0,13.8,1
2022-04-04-03,382,22.3,597,1,0,13.5,1
2022-04-04-04,372.6,22.3,597,1,0,13.4,1
2022-04-04-05,364.2,22.3,599,1.2,0,13.3,1
2022-04-04-06,422.2,22.3,597,1.4,0.4,14.6,1
2022-04-04-07,323,22.3,597,3,1,16.8,1
2022-04-04-08,349.8,22.3,597,3,1,18.8,1
2022-04-04-09,256.8,22.3,597,2.7,1,21,1
2022-04-04-10,290.5,22.3,597,3.2,1,22.7,1
2022-04-04-11,376.8,22.3,597,3,1,24.1,1
2022-04-04-12,374.5,22.3,597,4.7,1,24.8,1
2022-04-04-13,256.8,22.3,597,6.2,1,24,1
2022-04-04-14,376.8,22.3,597,6,1,23.9,1
2022-04-04-15,369.6,22.3,597,5.2,1,23.7,1
2022-04-04-16,364.5,22.3,597,5.1,1,22.7,1
2022-04-04-17,187.2,22.3,597,3.9,0.6,21.4,1
2022-04-04-18,197.6,22.3,597,2.5,0,20.4,1
2022-04-04-19,220.5,22.3,597,1.1,0,19.7,1
2022-04-04-20,116.8,22.3,597,1.6,0,19.2,1
2022-04-04-21,132.1,22.3,597,0.3,0,17.9,1
2022-04-04-22,170.9,22.3,597,0,0,17.3,1
2022-04-04-23,226.6,22.3,597,0.4,0,16.9,1
2022-04-05-00,324.4,22.3,597,0,0,16.4,1
2022-04-05-01,404.4,22.3,597,0,0,16.7,1
2022-04-05-02,462.8,22.3,597,0,0,17,1
2022-04-05-03,434.8,22.3,597,0,0,16.3,1
2022-04-05-04,424,22.3,597,0,0,15.8,1
2022-04-05-05,434.8,22.3,597,0,0,15.8,1
2022-04-05-06,395.9,22.3,597,0,0.4,17.6,1
2022-04-05-07,415.5,22.3,597,3.5,1,20,1
2022-04-05-08,338.3,22.3,597,4.2,1,21.4,1
2022-04-05-09,363.2,22.3,597,4.6,1,22.5,1
2022-04-05-10,376.9,22.3,597,4.1,1,23.8,1
2022-04-05-11,282,22.3,597,4,1,24.8,1
2022-04-05-12,256.8,22.3,595,4.1,1,25.8,1
2022-04-05-13,256.8,22.3,595,4.1,1,26.2,1
2022-04-05-14,256.8,22.3,597,3.8,1,25.5,1
2022-04-05-15,256.8,22.3,597,3.5,1,25.2,1
2022-04-05-16,343.9,22.3,597,5.1,1,23.2,1
2022-04-05-17,297.7,22.3,597,5.2,0.5,20.7,1
2022-04-05-18,150.2,22.3,597,1.5,0,20,1
2022-04-05-19,284.2,22.3,597,2.4,0,19.6,1
2022-04-05-20,121.4,22.3,597,0.5,0,19,1
2022-04-05-21,397.6,22.3,597,0,0,18.1,1
2022-04-05-22,260.5,22.3,597,0.9,0,17.7,1
2022-04-05-23,424.3,22.3,597,0.4,0,17.8,1
2022-04-06-00,384.9,22.3,598,1,0,17.6,0
2022-04-06-01,328,22.3,598,0,0,17.3,0
2022-04-06-02,256.8,22.3,598,0.4,0,18.1,0
2022-04-06-03,256.8,22.3,598,0.6,0,17.8,0
2022-04-06-04,256.8,22.3,598,0,0,17.5,0
2022-04-06-05,256.8,22.3,598,0,0,17.3,0
2022-04-06-06,256.8,22.3,598,1,0.3,18.3,0
2022-04-06-07,218.8,22.3,598,3.1,1,20,0
2022-04-06-08,178.8,22.3,598,3.2,1,21.8,0
2022-04-06-09,351.3,17.3,598,2.6,1,23.4,0
2022-04-06-10,376.3,17.3,598,2.2,1,24.7,0
2022-04-06-11,358.7,17.3,598,3.4,1,24.9,0
2022-04-06-12,278.6,17.3,598,4.4,1,25.1,0
2022-04-06-13,254,17.3,598,4.8,1,24.7,0
2022-04-06-14,414.9,17.3,598,5,1,24.8,0
2022-04-06-15,418.1,17.3,598,3.4,1,25.5,0
2022-04-06-16,124.6,17.3,598,3.5,1,24.5,0
2022-04-06-17,154.5,22.3,598,3,0.4,23.1,0
2022-04-06-18,151,22.3,598,3.7,0,21.7,0
2022-04-06-19,154.5,22.3,598,0,0,20.5,0
2022-04-06-20,130.4,22.3,598,0,0,20.9,0
2022-04-06-21,119.7,22.3,598,0.8,0,21,0
2022-04-06-22,346.3,22.3,598,0.5,0,20.5,0
2022-04-06-23,373.2,22.3,598,1.2,0,20.6,0
2022-04-07-00,260,22.3,598,1.1,0,20.6,0
2022-04-07-01,260,22.3,598,0,0,20,0
2022-04-07-02,256.8,22.3,598,1,0,20.3,0
2022-04-07-03,256.8,22.3,598,0.9,0,20.5,0
2022-04-07-04,256.8,22.3,598,0,0,20,0
2022-04-07-05,256.8,22.3,598,1.6,0,19.8,0
2022-04-07-06,260,22.3,598,3.8,0.3,20.5,0
2022-04-07-07,260,22.3,598,2,1,21.2,0
2022-04-07-08,153.3,22.3,598,2.1,1,22.2,0
2022-04-07-09,139.2,22.3,598,3.4,1,23.5,0
2022-04-07-10,183.5,22.3,598,4.5,1,24,0
2022-04-07-11,203.5,22.3,598,5,1,24.3,0
2022-04-07-12,181.6,22.3,598,4.8,1,24.7,0
2022-04-07-13,203.5,22.3,598,5.7,1,24.8,0
2022-04-07-14,106.7,22.3,598,6.5,1,24.9,0
2022-04-07-15,90.6,22.3,598,6,1,24.8,0
2022-04-07-16,123.5,22.3,598,5.3,1,23.6,0
2022-04-07-17,122.2,22.3,598,5.1,0.1,22.9,0
2022-04-07-18,135.6,22.3,598,2.2,0,22,0
2022-04-07-19,130.9,22.3,598,2.4,0,21.6,0
2022-04-07-20,112.2,22.3,598,2.1,0,21,0
2022-04-07-21,180.1,22.3,598,0,0,19.8,0
2022-04-07-22,100.8,22.3,598,1.3,0,19.3,0
2022-04-07-23,186.7,22.3,598,1.1,0,19.9,0
2022-04-08-00,218.9,22.3,598,0.5,0,19.5,0
2022-04-08-01,273.2,22.3,598,0,0,19.5,0
2022-04-08-02,256.8,22.3,597,1.2,0,19.4,0
2022-04-08-03,256.8,22.3,597,0.4,0,18.8,0
2022-04-08-04,256.8,22.3,597,0,0,19.3,0
2022-04-08-05,256.8,22.3,597,0.5,0,19.6,0
2022-04-08-06,256.8,22.3,598,0.9,0.1,19.9,0
2022-04-08-07,256.8,22.3,598,0.6,0.8,21.2,0
2022-04-08-08,197.6,22.3,598,1,1,23.2,0
2022-04-08-09,287.8,22.3,598,1.3,1,25.6,0
2022-04-08-10,292.2,22.3,598,2.1,1,26.2,0
2022-04-08-11,246.5,22.3,598,1.9,1,27.1,0
2022-04-08-12,181.5,22.3,597,2.9,1,27.1,0
2022-04-08-13,203.5,22.3,597,4.3,1,26.5,0
2022-04-08-14,216.1,22.3,598,4.1,1,26.5,0
2022-04-08-15,301.6,22.3,598,3.4,1,26.6,0
2022-04-08-16,197.7,22.3,598,2.4,0.8,25.7,0
2022-04-08-17,209.5,22.3,598,1.5,0.2,25.1,0
2022-04-08-18,220.5,22.3,598,1.4,0,23.1,0
2022-04-08-19,180.8,22.3,598,0.4,0,22.2,0
2022-04-08-20,267.7,22.3,598,0.6,0,21.1,0
2022-04-08-21,351.2,22.3,598,0.6,0,21.4,0
2022-04-08-22,311.1,22.3,598,0.3,0,20.6,0
2022-04-08-23,322,22.3,598,0,0,20.8,0
2022-04-09-00,74.1,22.3,597,0,0,20.8,0
2022-04-09-01,141.6,22.3,597,0.6,0,20.4,0
2022-04-09-02,206.1,22.3,597,0,0,19.7,0
2022-04-09-03,272.5,22.3,597,0,0,19.6,0
2022-04-09-04,256.8,22.3,597,0.4,0,19.3,0
2022-04-09-05,256.8,22.3,597,0,0,19.1,0
2022-04-09-06,304.8,22.3,597,0,0.4,20.7,0
2022-04-09-07,256.8,22.3,597,0.5,1,23.1,0
2022-04-09-08,256.8,22.3,597,0.8,1,25.3,0
2022-04-09-09,256.8,22.3,597,1.5,1,26.3,0
2022-04-09-10,256.8,22.3,597,1.4,1,27.3,0
2022-04-09-11,256.8,22.3,597,2.9,1,27.8,0
2022-04-09-12,183.5,22.3,597,4,1,27.5,0
2022-04-09-13,183.5,22.3,597,4.6,1,27.2,0
2022-04-09-14,218.5,22.3,599,4.7,1,27.2,0
2022-04-09-15,213.8,22.3,597,4.7,1,26.5,0
2022-04-09-16,80,22.3,598,3.3,1,26.1,0
2022-04-09-17,114.1,22.3,597,3.4,0.3,24.9,0
2022-04-09-18,217.7,22.3,598,1.7,0,23.7,0
2022-04-09-19,169.8,22.3,598,0.6,0,23.3,0
2022-04-09-20,217.7,22.3,598,0.7,0,23.3,0
2022-04-09-21,195.3,22.3,598,0,0,23.2,0
2022-04-09-22,187.4,22.3,598,0,0,22.8,0
2022-04-09-23,159.3,22.3,598,0.5,0,22.9,0
2022-04-10-00,289.3,22.3,598,0.4,0,22.8,0
2022-04-10-01,250.8,22.3,598,0,0,22.5,0
2022-04-10-02,196.6,22.3,597,0,0,22,0
2022-04-10-03,186.7,22.3,597,0.5,0,22,0
2022-04-10-04,183.5,22.3,597,0.4,0,21.3,0
2022-04-10-05,183.5,22.3,597,0,0,21.2,0
2022-04-10-06,193.5,22.3,597,0,0.4,23,0
2022-04-10-07,256.8,22.3,597,1.2,1,23.9,0
2022-04-10-08,276.8,22.3,597,1.2,1,26,0
2022-04-10-09,376.8,22.3,597,1.9,1,27.7,0
2022-04-10-10,376.8,22.3,597,3.3,1,28.3,0
2022-04-10-11,376.8,22.3,597,4.3,1,28.2,0
2022-04-10-12,376.8,22.3,597,4.1,1,29.2,0
2022-04-10-13,376.8,22.3,597,4.2,1,29.6,0
2022-04-10-14,256.8,22.3,597,3.7,1,29.1,0
2022-04-10-15,256.8,22.3,597,4.1,1,28.8,0
2022-04-10-16,198.9,22.3,599,4.2,1,27.4,0
2022-04-10-17,224.4,22.3,598,2.9,0.3,26.6,0
2022-04-10-18,170.8,22.3,598,2,0,25.2,0
2022-04-10-19,194.8,22.3,598,1.4,0,24.3,0
2022-04-10-20,150.2,22.3,598,0.3,0,23.3,0
2022-04-10-21,194.8,22.3,598,0,0,22.6,0
2022-04-10-22,170.9,22.3,598,0.5,0,22.1,0
2022-04-10-23,232.7,22.3,598,0.3,0,22.5,0
2022-04-11-00,324.5,22.3,598,1.2,0,22.4,0
2022-04-11-01,249,22.3,598,0,0,22.5,0
2022-04-11-02,231.5,22.3,598,1.1,0,22.3,0
2022-04-11-03,183.5,22.3,598,0.3,0,22.3,0
2022-04-11-04,256.8,22.3,598,0.3,0,22.3,0
2022-04-11-05,256.8,22.3,598,0.6,0,22.4,0
2022-04-11-06,299.4,22.3,598,1.1,0,23,0
2022-04-11-07,316,22.3,598,1,0.9,23.8,0
2022-04-11-08,336.3,22.3,598,1.2,1,25.5,0
2022-04-11-09,321.3,22.3,598,1.4,1,27,0
2022-04-11-10,333.9,22.3,598,1.3,1,29.1,0
2022-04-11-11,305.3,22.3,598,2.6,1,28.5,0
2022-04-11-12,296.8,22.3,598,3.6,1,29.5,0
2022-04-11-13,266.8,22.3,598,4.9,1,28.8,0
2022-04-11-14,292.9,22.3,598,4.3,1,28.4,0
2022-04-11-15,304.4,22.3,598,4.7,1,28.1,0
2022-04-11-16,274.3,22.3,598,2.8,1,27.3,0
2022-04-11-17,274.3,22.3,598,2.3,0.3,26.9,0
2022-04-11-18,238.3,22.3,598,0.8,0,25.6,0
2022-04-11-19,219,22.3,598,0,0,24.6,0
2022-04-11-20,274.3,22.3,598,0,0,23.5,0
2022-04-11-21,280.2,22.3,598,0,0,22.9,0
2022-04-11-22,238.9,22.3,598,0.4,0,22.2,0
2022-04-11-23,274.2,22.3,598,1.2,0,22,0
2022-04-12-00,182.1,22.3,600,0.5,0,21.7,0
2022-04-12-01,271.8,22.3,600,1,0,21.4,0
2022-04-12-02,271.8,22.3,600,0.7,0,20.8,0
2022-04-12-03,367.8,22.3,600,0,0,21.3,0
2022-04-12-04,367.8,22.3,600,0,0,21.1,0
2022-04-12-05,319.8,22.3,600,0.4,0,21.3,0
2022-04-12-06,271.8,22.3,600,0,0.4,22.7,0
2022-04-12-07,271.9,22.3,600,0.4,1,24.8,0
2022-04-12-08,153.3,22.3,600,1,1,27,0
2022-04-12-09,153.3,22.3,600,1.3,1,28.8,0
2022-04-12-10,186.7,22.3,600,2.8,1,29.7,0
2022-04-12-11,154.4,22.3,600,3.7,1,29.9,0
2022-04-12-12,178.9,22.3,600,4.8,1,30,0
2022-04-12-13,183.4,22.3,600,5.1,1,29.9,0
2022-04-12-14,153.3,22.3,600,4.7,1,29.3,0
2022-04-12-15,153.4,22.3,600,4.6,1,28.5,0
2022-04-12-16,80,22.3,600,3.6,1,28.3,0
2022-04-12-17,80,22.3,600,1.7,0.5,27,0
2022-04-12-18,80,22.3,600,2.1,0,25.3,0
2022-04-12-19,80,22.3,600,1.1,0,24.5,0
2022-04-12-20,80,22.3,600,0.6,0,24.3,0
2022-04-12-21,153.3,22.3,600,0.6,0,23.2,0
2022-04-12-22,133.3,22.3,600,0.6,0,22.6,0
2022-04-12-23,260.1,22.3,600,0.3,0,22.3,0
2022-04-13-00,296.8,22.3,600,0,0,22,0
2022-04-13-01,296.8,22.3,600,0.7,0,21.8,0
2022-04-13-02,296.8,22.3,600,0,0,21.7,0
2022-04-13-03,296.8,22.3,600,0,0,21.8,0
2022-04-13-04,296.8,22.3,600,0,0,21.9,0
2022-04-13-05,296.8,22.3,600,0,0,21.5,0
2022-04-13-06,296.8,22.3,600,0.4,0.1,23.1,0
2022-04-13-07,296.8,22.3,600,0.7,1,24.2,0
2022-04-13-08,316.8,22.3,600,0.9,1,26.7,0
2022-04-13-09,110.4,22.3,600,0.8,1,28.3,0
2022-04-13-10,316.8,22.3,600,1,1,29,0
2022-04-13-11,296.8,22.3,600,1.2,1,30.2,0
2022-04-13-12,221.5,22.3,600,3.5,1,29.8,0
2022-04-13-13,223.4,22.3,600,4.4,1,28.9,0
2022-04-13-14,116.1,22.3,600,4.1,1,28.8,0
2022-04-13-15,109.9,22.3,600,2.9,1,28.3,0
2022-04-13-16,138.3,22.3,600,1.9,1,27.4,0
2022-04-13-17,113.6,22.3,600,1.1,0.4,26.8,0
2022-04-13-18,82,22.3,600,0.8,0,25.9,0
2022-04-13-19,178.9,22.3,600,0,0,24.9,0
2022-04-13-20,81.4,22.3,600,0,0,24.4,0
2022-04-13-21,103.5,22.3,600,0.9,0,24.5,0
2022-04-13-22,100.4,22.3,600,0.6,0,23.5,0
2022-04-13-23,176.7,22.3,600,0.8,0,22.8,0
2022-04-14-00,260.1,22.3,600,0.7,0,22.7,0
2022-04-14-01,271.8,22.3,600,0,0,22.7,0
2022-04-14-02,256.8,22.3,600,0.6,0,22.5,0
2022-04-14-03,256.8,22.3,600,0.8,0,22.3,0
2022-04-14-04,391.8,22.3,600,0,0,22.9,0
2022-04-14-05,391.7,22.3,600,0.6,0,23.1,0
2022-04-14-06,291.8,22.3,600,0.4,0.1,24.3,0
2022-04-14-07,271.8,22.3,600,0.5,1,25.6,0
2022-04-14-08,60,22.3,600,1.6,1,27.1,0
2022-04-14-09,60,22.3,600,3.2,1,27.5,0
2022-04-14-10,80.1,22.3,600,4.5,1,27.5,0
2022-04-14-11,80.1,22.3,600,5.4,1,27.7,0
2022-04-14-12,298.8,22.3,600,5.7,1,27.8,0
2022-04-14-13,183.4,22.3,600,5.5,1,28.3,0
2022-04-14-14,54.6,22.3,600,4.3,1,29,0
2022-04-14-15,80,22.3,600,4.8,1,29.2,0
2022-04-14-16,54.6,22.3,600,5.3,1,27,0
2022-04-14-17,54.6,22.3,600,5,0.4,24.7,0
2022-04-14-18,54.6,22.3,600,3.5,0,23.4,0
2022-04-14-19,54.6,22.3,600,1.8,0,23,0
2022-04-14-20,54.6,22.3,600,3.1,0,22.1,0
2022-04-14-21,80,22.3,600,3.5,0,21.5,0
2022-04-14-22,186.7,22.3,600,3.1,0,21.6,0
2022-04-14-23,186.7,22.3,600,3.5,0,21.2,0
2022-04-15-00,226.8,22.3,600,2,0,21.1,0
2022-04-15-01,223.7,22.3,600,2.3,0,20.5,0
2022-04-15-02,223.6,22.3,600,3.2,0,20.4,0
2022-04-15-03,223.6,22.3,600,2.6,0,19.8,0
2022-04-15-04,296.8,22.3,600,3.3,0,19.5,0
2022-04-15-05,296.8,22.3,600,2.8,0,19.4,0
2022-04-15-06,316.8,22.3,600,2.9,0.5,20.2,0
2022-04-15-07,416.8,22.3,600,3,1,21.6,0
2022-04-15-08,133.2,22.3,600,2.8,1,23.2,0
2022-04-15-09,80,22.3,600,4.7,1,24.4,0
2022-04-15-10,193.4,22.3,600,5.1,1,24.6,0
2022-04-15-11,193.4,22.3,600,5.8,1,25.2,0
2022-04-15-12,296.8,22.3,600,6,1,25.3,0
2022-04-15-13,223.6,22.3,600,7.2,1,24.8,0
2022-04-15-14,226.9,22.3,600,7.6,1,24.3,0
2022-04-15-15,120.1,22.3,600,6.2,1,24,0
2022-04-15-16,138.4,22.3,600,5.1,1,22.5,0
2022-04-15-17,153.4,22.3,600,3.7,0.4,21.6,0
2022-04-15-18,92.7,22.3,600,3.6,0,20.3,0
2022-04-15-19,163.1,22.3,600,2.5,0,19.7,0
